Country Code,Province Code,Holiday Name,Type of Holiday,Date,Start,End
AW,,Dera Gai,observance,2019-06-24 00:00:00,2019-06-24T04:00:00.000Z,2019-06-25T04:00:00.000Z
AW,,Sinterklaasavond,observance,2019-12-05 00:00:00,2019-12-05T04:00:00.000Z,2019-12-06T04:00:00.000Z
AW,,Dia Pasco di Nascimento,public,2019-12-25 00:00:00,2019-12-25T04:00:00.000Z,2019-12-26T04:00:00.000Z
AW,,Di dos Dia Pasco di Nascimento,public,2019-12-26 00:00:00,2019-12-26T04:00:00.000Z,2019-12-27T04:00:00.000Z
AX,,Nyårsdagen,public,2018-01-01 00:00:00,2017-12-31T22:00:00.000Z,2018-01-01T22:00:00.000Z
AX,,Trettondedag jul,public,2018-01-06 00:00:00,2018-01-05T22:00:00.000Z,2018-01-06T22:00:00.000Z
AX,,Ålands demilitariseringsdag,public,2018-03-30 00:00:00,2018-03-29T21:00:00.000Z,2018-03-30T21:00:00.000Z
AX,,Långfredagen,public,2018-03-30 00:00:00,2018-03-29T21:00:00.000Z,2018-03-30T21:00:00.000Z
AX,,Påsk,observance,2018-04-01 00:00:00,2018-03-31T21:00:00.000Z,2018-04-01T21:00:00.000Z
AX,,Annandag påsk,public,2018-04-02 00:00:00,2018-04-01T21:00:00.000Z,2018-04-02T21:00:00.000Z
AX,,Första Maj,public,2018-05-01 00:00:00,2018-04-30T21:00:00.000Z,2018-05-01T21:00:00.000Z
AX,,Kristi himmelfärds dag,public,2018-05-10 00:00:00,2018-05-09T21:00:00.000Z,2018-05-10T21:00:00.000Z
AX,,Pingst,observance,2018-05-20 00:00:00,2018-05-19T21:00:00.000Z,2018-05-20T21:00:00.000Z
AX,,Självstyrelsedagen,public,2018-06-09 00:00:00,2018-06-08T21:00:00.000Z,2018-06-09T21:00:00.000Z
AX,,Midsommarafton,public,2018-06-15 12:00:00,2018-06-15T09:00:00.000Z,2018-06-15T21:00:00.000Z
AX,,Midsommardagen,public,2018-06-16 00:00:00,2018-06-15T21:00:00.000Z,2018-06-16T21:00:00.000Z
AX,,Självständighetsdagen,public,2018-12-06 00:00:00,2018-12-05T22:00:00.000Z,2018-12-06T22:00:00.000Z
AX,,Julafton,bank,2018-12-24 12:00:00,2018-12-24T10:00:00.000Z,2018-12-24T22:00:00.000Z
AX,,Juldagen,public,2018-12-25 00:00:00,2018-12-24T22:00:00.000Z,2018-12-25T22:00:00.000Z
AX,,Annandag jul,public,2018-12-26 00:00:00,2018-12-25T22:00:00.000Z,2018-12-26T22:00:00.000Z
AX,,Nyårsafton,bank,2018-12-31 12:00:00,2018-12-31T10:00:00.000Z,2018-12-31T22:00:00.000Z
AX,,Nyårsdagen,public,2019-01-01 00:00:00,2018-12-31T22:00:00.000Z,2019-01-01T22:00:00.000Z
AX,,Trettondedag jul,public,2019-01-06 00:00:00,2019-01-05T22:00:00.000Z,2019-01-06T22:00:00.000Z
AX,,Ålands demilitariseringsdag,public,2019-03-30 00:00:00,2019-03-29T22:00:00.000Z,2019-03-30T22:00:00.000Z
AX,,Långfredagen,public,2019-04-19 00:00:00,2019-04-18T21:00:00.000Z,2019-04-19T21:00:00.000Z
AX,,Påsk,observance,2019-04-21 00:00:00,2019-04-20T21:00:00.000Z,2019-04-21T21:00:00.000Z
AX,,Annandag påsk,public,2019-04-22 00:00:00,2019-04-21T21:00:00.000Z,2019-04-22T21:00:00.000Z
AX,,Första Maj,public,2019-05-01 00:00:00,2019-04-30T21:00:00.000Z,2019-05-01T21:00:00.000Z
AX,,Kristi himmelfärds dag,public,2019-05-30 00:00:00,2019-05-29T21:00:00.000Z,2019-05-30T21:00:00.000Z
AX,,Pingst,observance,2019-06-09 00:00:00,2019-06-08T21:00:00.000Z,2019-06-09T21:00:00.000Z
AX,,Självstyrelsedagen,public,2019-06-09 00:00:00,2019-06-08T21:00:00.000Z,2019-06-09T21:00:00.000Z
AX,,Midsommardagen,public,2019-06-15 00:00:00,2019-06-14T21:00:00.000Z,2019-06-15T21:00:00.000Z
AX,,Midsommarafton,public,2019-06-21 12:00:00,2019-06-21T09:00:00.000Z,2019-06-21T21:00:00.000Z
AX,,Självständighetsdagen,public,2019-12-06 00:00:00,2019-12-05T22:00:00.000Z,2019-12-06T22:00:00.000Z
AX,,Julafton,bank,2019-12-24 12:00:00,2019-12-24T10:00:00.000Z,2019-12-24T22:00:00.000Z
AX,,Juldagen,public,2019-12-25 00:00:00,2019-12-24T22:00:00.000Z,2019-12-25T22:00:00.000Z
AX,,Annandag jul,public,2019-12-26 00:00:00,2019-12-25T22:00:00.000Z,2019-12-26T22:00:00.000Z
AX,,Nyårsafton,bank,2019-12-31 12:00:00,2019-12-31T10:00:00.000Z,2019-12-31T22:00:00.000Z
AZ,,Yeni il,public,2018-01-01 00:00:00,2017-12-31T20:00:00.000Z,2018-01-01T20:00:00.000Z
AZ,,Dünya azərbaycanlıların həmrəyliyi günü (əvəz gün),public,2018-01-01 00:00:00,2017-12-31T20:00:00.000Z,2018-01-01T20:00:00.000Z
AZ,,Yeni il,public,2018-01-02 00:00:00,2018-01-01T20:00:00.000Z,2018-01-02T20:00:00.000Z
AZ,,Qara Yanvar,observance,2018-01-20 00:00:00,2018-01-19T20:00:00.000Z,2018-01-20T20:00:00.000Z
AZ,,Qadınlar günü,public,2018-03-08 00:00:00,2018-03-07T20:00:00.000Z,2018-03-08T20:00:00.000Z
AZ,,Novruz,public,2018-03-20 00:00:00,2018-03-19T20:00:00.000Z,2018-03-20T20:00:00.000Z
AZ,,Faşizm üzərində qələbə günü,public,2018-05-09 00:00:00,2018-05-08T20:00:00.000Z,2018-05-09T20:00:00.000Z
AZ,,Respublika günü,public,2018-05-28 00:00:00,2018-05-27T20:00:00.000Z,2018-05-28T20:00:00.000Z
AZ,,Ramazan Bayramı,public,2018-06-15 00:00:00 -0600,2018-06-14T14:00:00.000Z,2018-06-15T14:00:00.000Z
AZ,,Azərbaycan xalqının Milli Qurtuluş günü,public,2018-06-15 00:00:00,2018-06-14T20:00:00.000Z,2018-06-15T20:00:00.000Z
AZ,,Ramazan Bayramı,public,2018-06-16 00:00:00 -0600,2018-06-15T14:00:00.000Z,2018-06-16T14:00:00.000Z
AZ,,Ramazan Bayramı (əvəz gün),public,2018-06-18 00:00:00 -0600,2018-06-17T14:00:00.000Z,2018-06-18T14:00:00.000Z
AZ,,Azərbaycan Respublikasının Silahlı Qüvvələri günü,public,2018-06-26 00:00:00,2018-06-25T20:00:00.000Z,2018-06-26T20:00:00.000Z
AZ,,Qurban Bayramı,public,2018-08-21 00:00:00 -0600,2018-08-20T14:00:00.000Z,2018-08-21T14:00:00.000Z
AZ,,Qurban Bayramı,public,2018-08-22 00:00:00 -0600,2018-08-21T14:00:00.000Z,2018-08-22T14:00:00.000Z
AZ,,Dövlət Müstəqilliyi günü,public,2018-10-18 00:00:00,2018-10-17T20:00:00.000Z,2018-10-18T20:00:00.000Z
AZ,,Dövlət Bayrağı günü,public,2018-11-09 00:00:00,2018-11-08T20:00:00.000Z,2018-11-09T20:00:00.000Z
AZ,,Konstitusiya günü,public,2018-11-12 00:00:00,2018-11-11T20:00:00.000Z,2018-11-12T20:00:00.000Z
AZ,,Milli Dirçəliş günü,public,2018-11-17 00:00:00,2018-11-16T20:00:00.000Z,2018-11-17T20:00:00.000Z
AZ,,Dünya azərbaycanlıların həmrəyliyi günü,public,2018-12-31 00:00:00,2018-12-30T20:00:00.000Z,2018-12-31T20:00:00.000Z
AZ,,Yeni il,public,2019-01-01 00:00:00,2018-12-31T20:00:00.000Z,2019-01-01T20:00:00.000Z
AZ,,Yeni il,public,2019-01-02 00:00:00,2019-01-01T20:00:00.000Z,2019-01-02T20:00:00.000Z
AZ,,Qara Yanvar,observance,2019-01-20 00:00:00,2019-01-19T20:00:00.000Z,2019-01-20T20:00:00.000Z
AZ,,Qadınlar günü,public,2019-03-08 00:00:00,2019-03-07T20:00:00.000Z,2019-03-08T20:00:00.000Z
AZ,,Novruz,public,2019-03-20 00:00:00,2019-03-19T20:00:00.000Z,2019-03-20T20:00:00.000Z
AZ,,Faşizm üzərində qələbə günü,public,2019-05-09 00:00:00,2019-05-08T20:00:00.000Z,2019-05-09T20:00:00.000Z
AZ,,Respublika günü,public,2019-05-28 00:00:00,2019-05-27T20:00:00.000Z,2019-05-28T20:00:00.000Z
AZ,,Ramazan Bayramı,public,2019-06-04 00:00:00 -0600,2019-06-03T14:00:00.000Z,2019-06-04T14:00:00.000Z
AZ,,Ramazan Bayramı,public,2019-06-05 00:00:00 -0600,2019-06-04T14:00:00.000Z,2019-06-05T14:00:00.000Z
AZ,,Azərbaycan xalqının Milli Qurtuluş günü,public,2019-06-15 00:00:00,2019-06-14T20:00:00.000Z,2019-06-15T20:00:00.000Z
AZ,,Azərbaycan xalqının Milli Qurtuluş günü (əvəz gün),public,2019-06-17 00:00:00,2019-06-16T20:00:00.000Z,2019-06-17T20:00:00.000Z
AZ,,Azərbaycan Respublikasının Silahlı Qüvvələri günü,public,2019-06-26 00:00:00,2019-06-25T20:00:00.000Z,2019-06-26T20:00:00.000Z
AZ,,Qurban Bayramı,public,2019-08-11 00:00:00 -0600,2019-08-10T14:00:00.000Z,2019-08-11T14:00:00.000Z
AZ,,Qurban Bayramı,public,2019-08-12 00:00:00 -0600,2019-08-11T14:00:00.000Z,2019-08-12T14:00:00.000Z
AZ,,Qurban Bayramı (əvəz gün),public,2019-08-13 00:00:00 -0600,2019-08-12T14:00:00.000Z,2019-08-13T14:00:00.000Z
AZ,,Dövlət Müstəqilliyi günü,public,2019-10-18 00:00:00,2019-10-17T20:00:00.000Z,2019-10-18T20:00:00.000Z
AZ,,Dövlət Bayrağı günü,public,2019-11-09 00:00:00,2019-11-08T20:00:00.000Z,2019-11-09T20:00:00.000Z
AZ,,Dövlət Bayrağı günü (əvəz gün),public,2019-11-11 00:00:00,2019-11-10T20:00:00.000Z,2019-11-11T20:00:00.000Z
AZ,,Konstitusiya günü,public,2019-11-12 00:00:00,2019-11-11T20:00:00.000Z,2019-11-12T20:00:00.000Z
AZ,,Milli Dirçəliş günü,public,2019-11-17 00:00:00,2019-11-16T20:00:00.000Z,2019-11-17T20:00:00.000Z
AZ,,Dünya azərbaycanlıların həmrəyliyi günü,public,2019-12-31 00:00:00,2019-12-30T20:00:00.000Z,2019-12-31T20:00:00.000Z
BA,BIH,Novogodisnji dan,public,2018-01-01 00:00:00,2017-12-31T23:00:00.000Z,2018-01-01T23:00:00.000Z
BA,BIH,Drugi dan Nove Godine,public,2018-01-02 00:00:00,2018-01-01T23:00:00.000Z,2018-01-02T23:00:00.000Z
BA,BIH,"Bogojavljenje, Sveta tri kralja",public,2018-01-06 00:00:00,2018-01-05T23:00:00.000Z,2018-01-06T23:00:00.000Z
BA,BIH,Pravoslavni Božić,public,2018-01-07 00:00:00,2018-01-06T23:00:00.000Z,2018-01-07T23:00:00.000Z
BA,BIH,Pravoslavni novogodišnji dan,public,2018-01-14 00:00:00,2018-01-13T23:00:00.000Z,2018-01-14T23:00:00.000Z
BA,BIH,Dan nezavisnosti,public,2018-03-01 00:00:00,2018-02-28T23:00:00.000Z,2018-03-01T23:00:00.000Z
BA,BIH,Vaskrs,public,2018-04-01 00:00:00,2018-03-31T22:00:00.000Z,2018-04-01T22:00:00.000Z
BA,BIH,Uskrsni ponedjeljak,public,2018-04-02 00:00:00,2018-04-01T22:00:00.000Z,2018-04-02T22:00:00.000Z
BA,BIH,Pravoslavni Vaskrs,public,2018-04-08 00:00:00,2018-04-07T22:00:00.000Z,2018-04-08T22:00:00.000Z
BA,BIH,Radni dan,public,2018-05-01 00:00:00,2018-04-30T22:00:00.000Z,2018-05-01T22:00:00.000Z
BA,BIH,Drugi dan Dana rada,public,2018-05-02 00:00:00,2018-05-01T22:00:00.000Z,2018-05-02T22:00:00.000Z
BA,BIH,Tijelovo,public,2018-05-31 00:00:00,2018-05-30T22:00:00.000Z,2018-05-31T22:00:00.000Z
BA,BIH,Ramazanski bajram,public,2018-06-15 00:00:00 -0600,2018-06-14T16:00:00.000Z,2018-06-17T16:00:00.000Z
BA,BIH,Velika Gospa,public,2018-08-15 00:00:00,2018-08-14T22:00:00.000Z,2018-08-15T22:00:00.000Z
BA,BIH,Kurbanski bajram,public,2018-08-21 00:00:00 -0600,2018-08-20T16:00:00.000Z,2018-08-24T16:00:00.000Z
BA,BIH,Velika Gospa,public,2018-08-28 00:00:00,2018-08-27T22:00:00.000Z,2018-08-28T22:00:00.000Z
BA,BIH,Nova hidžretska godina,public,2018-09-11 00:00:00 -0600,2018-09-10T16:00:00.000Z,2018-09-11T16:00:00.000Z
BA,BIH,Dita e të gjithë Shenjtorëve,public,2018-11-01 00:00:00,2018-10-31T23:00:00.000Z,2018-11-01T23:00:00.000Z
BA,BIH,Dušni dan,public,2018-11-02 00:00:00,2018-11-01T23:00:00.000Z,2018-11-02T23:00:00.000Z
BA,BIH,Mevlud,public,2018-11-20 00:00:00 -0600,2018-11-19T17:00:00.000Z,2018-11-20T17:00:00.000Z
BA,BIH,Dan državnosti,public,2018-11-25 00:00:00,2018-11-24T23:00:00.000Z,2018-11-25T23:00:00.000Z
BA,BIH,Božić,public,2018-12-25 00:00:00,2018-12-24T23:00:00.000Z,2018-12-25T23:00:00.000Z
BA,BIH,Svetog Stjepana,public,2018-12-26 00:00:00,2018-12-25T23:00:00.000Z,2018-12-26T23:00:00.000Z
BA,BIH,Novogodisnji dan,public,2019-01-01 00:00:00,2018-12-31T23:00:00.000Z,2019-01-01T23:00:00.000Z
BA,BIH,Drugi dan Nove Godine,public,2019-01-02 00:00:00,2019-01-01T23:00:00.000Z,2019-01-02T23:00:00.000Z
BA,BIH,"Bogojavljenje, Sveta tri kralja",public,2019-01-06 00:00:00,2019-01-05T23:00:00.000Z,2019-01-06T23:00:00.000Z
BA,BIH,Pravoslavni Božić,public,2019-01-07 00:00:00,2019-01-06T23:00:00.000Z,2019-01-07T23:00:00.000Z
BA,BIH,Pravoslavni novogodišnji dan,public,2019-01-14 00:00:00,2019-01-13T23:00:00.000Z,2019-01-14T23:00:00.000Z
BA,BIH,Dan nezavisnosti,public,2019-03-01 00:00:00,2019-02-28T23:00:00.000Z,2019-03-01T23:00:00.000Z
BA,BIH,Vaskrs,public,2019-04-21 00:00:00,2019-04-20T22:00:00.000Z,2019-04-21T22:00:00.000Z
BA,BIH,Uskrsni ponedjeljak,public,2019-04-22 00:00:00,2019-04-21T22:00:00.000Z,2019-04-22T22:00:00.000Z
BA,BIH,Pravoslavni Vaskrs,public,2019-04-28 00:00:00,2019-04-27T22:00:00.000Z,2019-04-28T22:00:00.000Z
BA,BIH,Radni dan,public,2019-05-01 00:00:00,2019-04-30T22:00:00.000Z,2019-05-01T22:00:00.000Z
BA,BIH,Drugi dan Dana rada,public,2019-05-02 00:00:00,2019-05-01T22:00:00.000Z,2019-05-02T22:00:00.000Z
BA,BIH,Ramazanski bajram,public,2019-06-04 00:00:00 -0600,2019-06-03T16:00:00.000Z,2019-06-06T16:00:00.000Z
BA,BIH,Tijelovo,public,2019-06-20 00:00:00,2019-06-19T22:00:00.000Z,2019-06-20T22:00:00.000Z
BA,BIH,Kurbanski bajram,public,2019-08-11 00:00:00 -0600,2019-08-10T16:00:00.000Z,2019-08-14T16:00:00.000Z
BA,BIH,Velika Gospa,public,2019-08-15 00:00:00,2019-08-14T22:00:00.000Z,2019-08-15T22:00:00.000Z
BA,BIH,Velika Gospa,public,2019-08-28 00:00:00,2019-08-27T22:00:00.000Z,2019-08-28T22:00:00.000Z
BA,BIH,Nova hidžretska godina,public,2019-08-31 00:00:00 -0600,2019-08-30T16:00:00.000Z,2019-08-31T16:00:00.000Z
BA,BIH,Dita e të gjithë Shenjtorëve,public,2019-11-01 00:00:00,2019-10-31T23:00:00.000Z,2019-11-01T23:00:00.000Z
BA,BIH,Dušni dan,public,2019-11-02 00:00:00,2019-11-01T23:00:00.000Z,2019-11-02T23:00:00.000Z
BA,BIH,Mevlud,public,2019-11-09 00:00:00 -0600,2019-11-08T17:00:00.000Z,2019-11-09T17:00:00.000Z
BA,BIH,Dan državnosti,public,2019-11-25 00:00:00,2019-11-24T23:00:00.000Z,2019-11-25T23:00:00.000Z
BA,BIH,Božić,public,2019-12-25 00:00:00,2019-12-24T23:00:00.000Z,2019-12-25T23:00:00.000Z
BA,BIH,Svetog Stjepana,public,2019-12-26 00:00:00,2019-12-25T23:00:00.000Z,2019-12-26T23:00:00.000Z
BA,BRC,Novogodisnji dan,public,2018-01-01 00:00:00,2017-12-31T23:00:00.000Z,2018-01-01T23:00:00.000Z
BA,BRC,Drugi dan Nove Godine,public,2018-01-02 00:00:00,2018-01-01T23:00:00.000Z,2018-01-02T23:00:00.000Z
BA,BRC,"Bogojavljenje, Sveta tri kralja",public,2018-01-06 00:00:00,2018-01-05T23:00:00.000Z,2018-01-06T23:00:00.000Z
BA,BRC,Pravoslavni Božić,public,2018-01-07 00:00:00,2018-01-06T23:00:00.000Z,2018-01-07T23:00:00.000Z
BA,BRC,Pravoslavni novogodišnji dan,public,2018-01-14 00:00:00,2018-01-13T23:00:00.000Z,2018-01-14T23:00:00.000Z
BA,BRC,Day of the Establishment of the District,public,2018-03-08 00:00:00,2018-03-07T23:00:00.000Z,2018-03-08T23:00:00.000Z
BA,BRC,Vaskrs,public,2018-04-01 00:00:00,2018-03-31T22:00:00.000Z,2018-04-01T22:00:00.000Z
BA,BRC,Uskrsni ponedjeljak,public,2018-04-02 00:00:00,2018-04-01T22:00:00.000Z,2018-04-02T22:00:00.000Z
BA,BRC,Pravoslavni Vaskrs,public,2018-04-08 00:00:00,2018-04-07T22:00:00.000Z,2018-04-08T22:00:00.000Z
BA,BRC,Radni dan,public,2018-05-01 00:00:00,2018-04-30T22:00:00.000Z,2018-05-01T22:00:00.000Z
BA,BRC,Drugi dan Dana rada,public,2018-05-02 00:00:00,2018-05-01T22:00:00.000Z,2018-05-02T22:00:00.000Z
BA,BRC,Tijelovo,public,2018-05-31 00:00:00,2018-05-30T22:00:00.000Z,2018-05-31T22:00:00.000Z
BA,BRC,Ramazanski bajram,public,2018-06-15 00:00:00 -0600,2018-06-14T16:00:00.000Z,2018-06-17T16:00:00.000Z
BA,BRC,Velika Gospa,public,2018-08-15 00:00:00,2018-08-14T22:00:00.000Z,2018-08-15T22:00:00.000Z
BA,BRC,Kurbanski bajram,public,2018-08-21 00:00:00 -0600,2018-08-20T16:00:00.000Z,2018-08-24T16:00:00.000Z
BA,BRC,Velika Gospa,public,2018-08-28 00:00:00,2018-08-27T22:00:00.000Z,2018-08-28T22:00:00.000Z
BA,BRC,Nova hidžretska godina,public,2018-09-11 00:00:00 -0600,2018-09-10T16:00:00.000Z,2018-09-11T16:00:00.000Z
BA,BRC,Dita e të gjithë Shenjtorëve,public,2018-11-01 00:00:00,2018-10-31T23:00:00.000Z,2018-11-01T23:00:00.000Z
BA,BRC,Dušni dan,public,2018-11-02 00:00:00,2018-11-01T23:00:00.000Z,2018-11-02T23:00:00.000Z
BA,BRC,Mevlud,public,2018-11-20 00:00:00 -0600,2018-11-19T17:00:00.000Z,2018-11-20T17:00:00.000Z
BA,BRC,Božić,public,2018-12-25 00:00:00,2018-12-24T23:00:00.000Z,2018-12-25T23:00:00.000Z
BA,BRC,Svetog Stjepana,public,2018-12-26 00:00:00,2018-12-25T23:00:00.000Z,2018-12-26T23:00:00.000Z
BA,BRC,Novogodisnji dan,public,2019-01-01 00:00:00,2018-12-31T23:00:00.000Z,2019-01-01T23:00:00.000Z
BA,BRC,Drugi dan Nove Godine,public,2019-01-02 00:00:00,2019-01-01T23:00:00.000Z,2019-01-02T23:00:00.000Z
BA,BRC,"Bogojavljenje, Sveta tri kralja",public,2019-01-06 00:00:00,2019-01-05T23:00:00.000Z,2019-01-06T23:00:00.000Z
BA,BRC,Pravoslavni Božić,public,2019-01-07 00:00:00,2019-01-06T23:00:00.000Z,2019-01-07T23:00:00.000Z
BA,BRC,Pravoslavni novogodišnji dan,public,2019-01-14 00:00:00,2019-01-13T23:00:00.000Z,2019-01-14T23:00:00.000Z
BA,BRC,Day of the Establishment of the District,public,2019-03-08 00:00:00,2019-03-07T23:00:00.000Z,2019-03-08T23:00:00.000Z
BA,BRC,Vaskrs,public,2019-04-21 00:00:00,2019-04-20T22:00:00.000Z,2019-04-21T22:00:00.000Z
BA,BRC,Uskrsni ponedjeljak,public,2019-04-22 00:00:00,2019-04-21T22:00:00.000Z,2019-04-22T22:00:00.000Z
BA,BRC,Pravoslavni Vaskrs,public,2019-04-28 00:00:00,2019-04-27T22:00:00.000Z,2019-04-28T22:00:00.000Z
BA,BRC,Radni dan,public,2019-05-01 00:00:00,2019-04-30T22:00:00.000Z,2019-05-01T22:00:00.000Z
BA,BRC,Drugi dan Dana rada,public,2019-05-02 00:00:00,2019-05-01T22:00:00.000Z,2019-05-02T22:00:00.000Z
BA,BRC,Ramazanski bajram,public,2019-06-04 00:00:00 -0600,2019-06-03T16:00:00.000Z,2019-06-06T16:00:00.000Z
BA,BRC,Tijelovo,public,2019-06-20 00:00:00,2019-06-19T22:00:00.000Z,2019-06-20T22:00:00.000Z
BA,BRC,Kurbanski bajram,public,2019-08-11 00:00:00 -0600,2019-08-10T16:00:00.000Z,2019-08-14T16:00:00.000Z
BA,BRC,Velika Gospa,public,2019-08-15 00:00:00,2019-08-14T22:00:00.000Z,2019-08-15T22:00:00.000Z
BA,BRC,Velika Gospa,public,2019-08-28 00:00:00,2019-08-27T22:00:00.000Z,2019-08-28T22:00:00.000Z
BA,BRC,Nova hidžretska godina,public,2019-08-31 00:00:00 -0600,2019-08-30T16:00:00.000Z,2019-08-31T16:00:00.000Z
BA,BRC,Dita e të gjithë Shenjtorëve,public,2019-11-01 00:00:00,2019-10-31T23:00:00.000Z,2019-11-01T23:00:00.000Z
BA,BRC,Dušni dan,public,2019-11-02 00:00:00,2019-11-01T23:00:00.000Z,2019-11-02T23:00:00.000Z
BA,BRC,Mevlud,public,2019-11-09 00:00:00 -0600,2019-11-08T17:00:00.000Z,2019-11-09T17:00:00.000Z
BA,BRC,Božić,public,2019-12-25 00:00:00,2019-12-24T23:00:00.000Z,2019-12-25T23:00:00.000Z
BA,BRC,Svetog Stjepana,public,2019-12-26 00:00:00,2019-12-25T23:00:00.000Z,2019-12-26T23:00:00.000Z
BA,SRP,Novogodisnji dan,public,2018-01-01 00:00:00,2017-12-31T23:00:00.000Z,2018-01-01T23:00:00.000Z
BA,SRP,Drugi dan Nove Godine,public,2018-01-02 00:00:00,2018-01-01T23:00:00.000Z,2018-01-02T23:00:00.000Z
BA,SRP,"Bogojavljenje, Sveta tri kralja",public,2018-01-06 00:00:00,2018-01-05T23:00:00.000Z,2018-01-06T23:00:00.000Z
BA,SRP,Pravoslavni Božić,public,2018-01-07 00:00:00,2018-01-06T23:00:00.000Z,2018-01-07T23:00:00.000Z
BA,SRP,Dan Republike,public,2018-01-09 00:00:00,2018-01-08T23:00:00.000Z,2018-01-09T23:00:00.000Z
BA,SRP,Pravoslavni novogodišnji dan,public,2018-01-14 00:00:00,2018-01-13T23:00:00.000Z,2018-01-14T23:00:00.000Z
BA,SRP,Vaskrs,public,2018-04-01 00:00:00,2018-03-31T22:00:00.000Z,2018-04-01T22:00:00.000Z
BA,SRP,Uskrsni ponedjeljak,public,2018-04-02 00:00:00,2018-04-01T22:00:00.000Z,2018-04-02T22:00:00.000Z
BA,SRP,Pravoslavni Vaskrs,public,2018-04-08 00:00:00,2018-04-07T22:00:00.000Z,2018-04-08T22:00:00.000Z
BA,SRP,Radni dan,public,2018-05-01 00:00:00,2018-04-30T22:00:00.000Z,2018-05-01T22:00:00.000Z
BA,SRP,Drugi dan Dana rada,public,2018-05-02 00:00:00,2018-05-01T22:00:00.000Z,2018-05-02T22:00:00.000Z
BA,SRP,Dan pobjede,public,2018-05-09 00:00:00,2018-05-08T22:00:00.000Z,2018-05-09T22:00:00.000Z
BA,SRP,Tijelovo,public,2018-05-31 00:00:00,2018-05-30T22:00:00.000Z,2018-05-31T22:00:00.000Z
BA,SRP,Ramazanski bajram,public,2018-06-15 00:00:00 -0600,2018-06-14T16:00:00.000Z,2018-06-17T16:00:00.000Z
BA,SRP,Velika Gospa,public,2018-08-15 00:00:00,2018-08-14T22:00:00.000Z,2018-08-15T22:00:00.000Z
BA,SRP,Kurbanski bajram,public,2018-08-21 00:00:00 -0600,2018-08-20T16:00:00.000Z,2018-08-24T16:00:00.000Z
BA,SRP,Velika Gospa,public,2018-08-28 00:00:00,2018-08-27T22:00:00.000Z,2018-08-28T22:00:00.000Z
BA,SRP,Nova hidžretska godina,public,2018-09-11 00:00:00 -0600,2018-09-10T16:00:00.000Z,2018-09-11T16:00:00.000Z
BA,SRP,Dita e të gjithë Shenjtorëve,public,2018-11-01 00:00:00,2018-10-31T23:00:00.000Z,2018-11-01T23:00:00.000Z
BA,SRP,Dušni dan,public,2018-11-02 00:00:00,2018-11-01T23:00:00.000Z,2018-11-02T23:00:00.000Z
BA,SRP,Mevlud,public,2018-11-20 00:00:00 -0600,2018-11-19T17:00:00.000Z,2018-11-20T17:00:00.000Z
BA,SRP,Dan uspostave Opšteg okvirnog sporazuma za mir u Bosni i Hercegovini,public,2018-11-21 00:00:00,2018-11-20T23:00:00.000Z,2018-11-21T23:00:00.000Z
BA,SRP,Božić,public,2018-12-25 00:00:00,2018-12-24T23:00:00.000Z,2018-12-25T23:00:00.000Z
BA,SRP,Svetog Stjepana,public,2018-12-26 00:00:00,2018-12-25T23:00:00.000Z,2018-12-26T23:00:00.000Z
BA,SRP,Novogodisnji dan,public,2019-01-01 00:00:00,2018-12-31T23:00:00.000Z,2019-01-01T23:00:00.000Z
BA,SRP,Drugi dan Nove Godine,public,2019-01-02 00:00:00,2019-01-01T23:00:00.000Z,2019-01-02T23:00:00.000Z
BA,SRP,"Bogojavljenje, Sveta tri kralja",public,2019-01-06 00:00:00,2019-01-05T23:00:00.000Z,2019-01-06T23:00:00.000Z
BA,SRP,Pravoslavni Božić,public,2019-01-07 00:00:00,2019-01-06T23:00:00.000Z,2019-01-07T23:00:00.000Z
BA,SRP,Dan Republike,public,2019-01-09 00:00:00,2019-01-08T23:00:00.000Z,2019-01-09T23:00:00.000Z
BA,SRP,Pravoslavni novogodišnji dan,public,2019-01-14 00:00:00,2019-01-13T23:00:00.000Z,2019-01-14T23:00:00.000Z
BA,SRP,Vaskrs,public,2019-04-21 00:00:00,2019-04-20T22:00:00.000Z,2019-04-21T22:00:00.000Z
BA,SRP,Uskrsni ponedjeljak,public,2019-04-22 00:00:00,2019-04-21T22:00:00.000Z,2019-04-22T22:00:00.000Z
BA,SRP,Pravoslavni Vaskrs,public,2019-04-28 00:00:00,2019-04-27T22:00:00.000Z,2019-04-28T22:00:00.000Z
BA,SRP,Radni dan,public,2019-05-01 00:00:00,2019-04-30T22:00:00.000Z,2019-05-01T22:00:00.000Z
BA,SRP,Drugi dan Dana rada,public,2019-05-02 00:00:00,2019-05-01T22:00:00.000Z,2019-05-02T22:00:00.000Z
BA,SRP,Dan pobjede,public,2019-05-09 00:00:00,2019-05-08T22:00:00.000Z,2019-05-09T22:00:00.000Z
BA,SRP,Ramazanski bajram,public,2019-06-04 00:00:00 -0600,2019-06-03T16:00:00.000Z,2019-06-06T16:00:00.000Z
BA,SRP,Tijelovo,public,2019-06-20 00:00:00,2019-06-19T22:00:00.000Z,2019-06-20T22:00:00.000Z
BA,SRP,Kurbanski bajram,public,2019-08-11 00:00:00 -0600,2019-08-10T16:00:00.000Z,2019-08-14T16:00:00.000Z
BA,SRP,Velika Gospa,public,2019-08-15 00:00:00,2019-08-14T22:00:00.000Z,2019-08-15T22:00:00.000Z
